name,1,2,3,4,5,6,7
A007YC196,A,0,0,7,Y,C,196
A007YC763,A,0,0,7,Y,C,763
A007YK163,A,0,0,7,Y,K,163
A007YT98,A,0,0,7,Y,T,98
A007YX199,A,0,0,7,Y,X,199
A007YY186,A,0,0,7,Y,Y,186
A008AE08,A,0,0,8,A,E,08
A008AO790,A,0,0,8,A,O,790
A008BB197,A,0,0,8,B,B,197
A008BO763,A,0,0,8,B,O,763
A008CA77,A,0,0,8,C,A,77
A008CX716,A,0,0,8,C,X,716
A008EE65,A,0,0,8,E,E,65
A008EH138,A,0,0,8,E,H,138
A008EY08,A,0,0,8,E,Y,08
A008EY82,A,0,0,8,E,Y,82
A008KB21,A,0,0,8,K,B,21
A008KP152,A,0,0,8,K,P,152
A008OH51,A,0,0,8,O,H,51
A008PO174,A,0,0,8,P,O,174
A008TK54,A,0,0,8,T,K,54
A008TY750,A,0,0,8,T,Y,750
A009AA90,A,0,0,9,A,A,90
A009AK50,A,0,0,9,A,K,50
A009AP790,A,0,0,9,A,P,790
A009AY46,A,0,0,9,A,Y,46
A009AY92,A,0,0,9,A,Y,92
A009BX178,A,0,0,9,B,X,178
A009CC18,A,0,0,9,C,C,18
A009CK99,A,0,0,9,C,K,99
A009CY777,A,0,0,9,C,Y,777
A009EE38,A,0,0,9,E,E,38
A009EX14,A,0,0,9,E,X,14
A009HA35,A,0,0,9,H,A,35
A009KX82,A,0,0,9,K,X,82
A009PY09,A,0,0,9,P,Y,09
A009TB93,A,0,0,9,T,B,93
A009TC178,A,0,0,9,T,C,178
A009TE150,A,0,0,9,T,E,150
A009TE190,A,0,0,9,T,E,190
A009TK178,A,0,0,9,T,K,178
A009YA21,A,0,0,9,Y,A,21
A010AA152,A,0,1,0,A,A,152
A010AA78,A,0,1,0,A,A,78
A010BB161,A,0,1,0,B,B,161
A010BK178,A,0,1,0,B,K,178
A010BX122,A,0,1,0,B,X,122
A010BX30,A,0,1,0,B,X,30
A010CC67,A,0,1,0,C,C,67
A010EO83,A,0,1,0,E,O,83
A010TH196,A,0,1,0,T,H,196
A010YH99,A,0,1,0,Y,H,99
A011BY193,A,0,1,1,B,Y,193
A011CA73,A,0,1,1,C,A,73
A011OE163,A,0,1,1,O,E,163
A011TC08,A,0,1,1,T,C,08
A011TK716,A,0,1,1,T,K,716
A011TO72,A,0,1,1,T,O,72
A011XX197,A,0,1,1,X,X,197
A011YH34,A,0,1,1,Y,H,34
A011YK26,A,0,1,1,Y,K,26
A012BB67,A,0,1,2,B,B,67
A012PC799,A,0,1,2,P,C,799
A012PO09,A,0,1,2,P,O,09
A012TC35,A,0,1,2,T,C,35
A013AA196,A,0,1,3,A,A,196
A013AX82,A,0,1,3,A,X,82
A013BB198,A,0,1,3,B,B,198
A013CC763,A,0,1,3,C,C,763
A013HE763,A,0,1,3,H,E,763
A013HH51,A,0,1,3,H,H,51
A013HK156,A,0,1,3,H,K,156
A013OB763,A,0,1,3,O,B,763
A013PH799,A,0,1,3,P,H,799
A013PO161,A,0,1,3,P,O,161
A013PO73,A,0,1,3,P,O,73
A013YO82,A,0,1,3,Y,O,82
A013YT41,A,0,1,3,Y,T,41
A014HB92,A,0,1,4,H,B,92
A014TH150,A,0,1,4,T,H,150
A014YO159,A,0,1,4,Y,O,159
A015AB198,A,0,1,5,A,B,198
A015AP67,A,0,1,5,A,P,67
A015CC92,A,0,1,5,C,C,92
A015HE37,A,0,1,5,H,E,37
A015KX82,A,0,1,5,K,X,82
A016AA62,A,0,1,6,A,A,62
A016BB122,A,0,1,6,B,B,122
A016XO716,A,0,1,6,X,O,716
A017AA116,A,0,1,7,A,A,116
A017AA159,A,0,1,7,A,A,159
A017BE37,A,0,1,7,B,E,37
A017KH122,A,0,1,7,K,H,122
A017KH147,A,0,1,7,K,H,147
A017OK702,A,0,1,7,O,K,702
A017OK799,A,0,1,7,O,K,799
A017XB97,A,0,1,7,X,B,97
A018AA78,A,0,1,8,A,A,78
A018AC37,A,0,1,8,A,C,37
A018BB716,A,0,1,8,B,B,716
A018TH161,A,0,1,8,T,H,161
A019OX123,A,0,1,9,O,X,123
A019TE37,A,0,1,9,T,E,37
A019XX34,A,0,1,9,X,X,34
A020AA50,A,0,2,0,A,A,50
A020BT18,A,0,2,0,B,T,18
A020CA199,A,0,2,0,C,A,199
A020CC134,A,0,2,0,C,C,134
A020EH790,A,0,2,0,E,H,790
A021BP750,A,0,2,1,B,P,750
A021BT122,A,0,2,1,B,T,122
A021EK154,A,0,2,1,E,K,154
A021HA177,A,0,2,1,H,A,177
A021HE82,A,0,2,1,H,E,82
A021MP97,A,0,2,1,M,P,97
A021PB122,A,0,2,1,P,B,122
A021TE21,A,0,2,1,T,E,21
A021XC777,A,0,2,1,X,C,777
A021XT164,A,0,2,1,X,T,164
A021YA82,A,0,2,1,Y,A,82
A021YX123,A,0,2,1,Y,X,123
A022BA178,A,0,2,2,B,A,178
A022BB59,A,0,2,2,B,B,59
A022EA116,A,0,2,2,E,A,116
A022EE122,A,0,2,2,E,E,122
A022EK34,A,0,2,2,E,K,34
A022HK37,A,0,2,2,H,K,37
A022KB122,A,0,2,2,K,B,122
A022PO96,A,0,2,2,P,O,96
A022TC82,A,0,2,2,T,C,82
A022YP198,A,0,2,2,Y,P,198
A023AA152,A,0,2,3,A,A,152
A023AA37,A,0,2,3,A,A,37
A023AY152,A,0,2,3,A,Y,152
A023TO54,A,0,2,3,T,O,54
A023XP125,A,0,2,3,X,P,125
A024AA123,A,0,2,4,A,A,123
A024BC761,A,0,2,4,B,C,761
A024OB126,A,0,2,4,O,B,126
A024PK15,A,0,2,4,P,K,15
A024TH37,A,0,2,4,T,H,37
A024YX28,A,0,2,4,Y,X,28
A025AO190,A,0,2,5,A,O,190
A025BA196,A,0,2,5,B,A,196
A025EE116,A,0,2,5,E,E,116
A025ET198,A,0,2,5,E,T,198
A025KK198,A,0,2,5,K,K,198
A026AY163,A,0,2,6,A,Y,163
A026BH67,A,0,2,6,B,H,67
A026HA156,A,0,2,6,H,A,156
A026OO82,A,0,2,6,O,O,82
A026XT26,A,0,2,6,X,T,26
A027AC790,A,0,2,7,A,C,790
A027CO99,A,0,2,7,C,O,99
A027ET50,A,0,2,7,E,T,50
A027EY82,A,0,2,7,E,Y,82
A027HK77,A,0,2,7,H,K,77
A027TH22,A,0,2,7,T,H,22
A027XP39,A,0,2,7,X,P,39
A027YT163,A,0,2,7,Y,T,163
A028AA164,A,0,2,8,A,A,164
A028AA54,A,0,2,8,A,A,54
A028OT82,A,0,2,8,O,T,82
A028PE35,A,0,2,8,P,E,35
A028TB125,A,0,2,8,T,B,125
A028XB164,A,0,2,8,X,B,164
A028YH164,A,0,2,8,Y,H,164
A029CK34,A,0,2,9,C,K,34
A029PK35,A,0,2,9,P,K,35
A029TB152,A,0,2,9,T,B,152
A030AA177,A,0,3,0,A,A,177
A030AA178,A,0,3,0,A,A,178
A030AA48,A,0,3,0,A,A,48
A030AB163,A,0,3,0,A,B,163
A030BC90,A,0,3,0,B,C,90
A030CC152,A,0,3,0,C,C,152
A030EA82,A,0,3,0,E,A,82
A030EB122,A,0,3,0,E,B,122
A030EY82,A,0,3,0,E,Y,82
A030HX35,A,0,3,0,H,X,35
A030PT89,A,0,3,0,P,T,89
A030TC199,A,0,3,0,T,C,199
A030TH41,A,0,3,0,T,H,41
A030XO190,A,0,3,0,X,O,190
A031AA177,A,0,3,1,A,A,177
A031AA34,A,0,3,1,A,A,34
A031EO76,A,0,3,1,E,O,76
A031OT122,A,0,3,1,O,T,122
A031XE37,A,0,3,1,X,E,37
A032AA26,A,0,3,2,A,A,26
A032HB35,A,0,3,2,H,B,35
A032HB799,A,0,3,2,H,B,799
A032TA161,A,0,3,2,T,A,161
A032TX35,A,0,3,2,T,X,35
A033AP122,A,0,3,3,A,P,122
A033CY31,A,0,3,3,C,Y,31
A033EY92,A,0,3,3,E,Y,92
A033OO21,A,0,3,3,O,O,21
A033OO51,A,0,3,3,O,O,51
A033TB90,A,0,3,3,T,B,90
A033TY73,A,0,3,3,T,Y,73
A033YK27,A,0,3,3,Y,K,27
A034AX138,A,0,3,4,A,X,138
A034AY73,A,0,3,4,A,Y,73
A034BA92,A,0,3,4,B,A,92
A034CK51,A,0,3,4,C,K,51
A034CT134,A,0,3,4,C,T,134
A034ET82,A,0,3,4,E,T,82
A034HC82,A,0,3,4,H,C,82
A034HX51,A,0,3,4,H,X,51
A034TP66,A,0,3,4,T,P,66
A034YH34,A,0,3,4,Y,H,34
A035AA163,A,0,3,5,A,A,163
A035AY14,A,0,3,5,A,Y,14
A035CH78,A,0,3,5,C,H,78
A035CK23,A,0,3,5,C,K,23
A035EX92,A,0,3,5,E,X,92
A035HE82,A,0,3,5,H,E,82
A035HH198,A,0,3,5,H,H,198
A035HX67,A,0,3,5,H,X,67
A035KE25,A,0,3,5,K,E,25
A035OA152,A,0,3,5,O,A,152
A035OK35,A,0,3,5,O,K,35
A035OM35,A,0,3,5,O,M,35
A035XA35,A,0,3,5,X,A,35
A035YC37,A,0,3,5,Y,C,37
A036HA122,A,0,3,6,H,A,122
A036KA123,A,0,3,6,K,A,123
A036KK152,A,0,3,6,K,K,152
A036OK702,A,0,3,6,O,K,702
A037PH78,A,0,3,7,P,H,78
A037XP26,A,0,3,7,X,P,26
A037XT199,A,0,3,7,X,T,199
A038CY72,A,0,3,8,C,Y,72
A038EX82,A,0,3,8,E,X,82
A038HT161,A,0,3,8,H,T,161
A038OA799,A,0,3,8,O,A,799
A038TY174,A,0,3,8,T,Y,174
A038YA38,A,0,3,8,Y,A,38
A038YA43,A,0,3,8,Y,A,43
A038YP159,A,0,3,8,Y,P,159
A039AB777,A,0,3,9,A,B,777
A039AY92,A,0,3,9,A,Y,92
A039BB92,A,0,3,9,B,B,92
A039EO37,A,0,3,9,E,O,37
A039EX122,A,0,3,9,E,X,122
A039TH38,A,0,3,9,T,H,38
A039TO164,A,0,3,9,T,O,164
A040AE702,A,0,4,0,A,E,702
A040BA763,A,0,4,0,B,A,763
A040BA797,A,0,4,0,B,A,797
A040CO46,A,0,4,0,C,O,46
A040EA67,A,0,4,0,E,A,67
A040EO122,A,0,4,0,E,O,122
A040HB763,A,0,4,0,H,B,763
A040KC190,A,0,4,0,K,C,190
A040KP21,A,0,4,0,K,P,21
A040OC82,A,0,4,0,O,C,82
A040XO89,A,0,4,0,X,O,89
A040XY164,A,0,4,0,X,Y,164
A040YC77,A,0,4,0,Y,C,77
A041AA39,A,0,4,1,A,A,39
A041AP174,A,0,4,1,A,P,174
A041CY126,A,0,4,1,C,Y,126
A041HH198,A,0,4,1,H,H,198
A042AA02,A,0,4,2,A,A,02
A042AA55,A,0,4,2,A,A,55
A042AE797,A,0,4,2,A,E,797
A042AP147,A,0,4,2,A,P,147
A042BE37,A,0,4,2,B,E,37
A042BE77,A,0,4,2,B,E,77
A042CK51,A,0,4,2,C,K,51
A042EY27,A,0,4,2,E,Y,27
A042OO190,A,0,4,2,O,O,190
A042OY69,A,0,4,2,O,Y,69
A042TX53,A,0,4,2,T,X,53
A042XB35,A,0,4,2,X,B,35
A042XH164,A,0,4,2,X,H,164
A042XP42,A,0,4,2,X,P,42
A043AA190,A,0,4,3,A,A,190
A043AE37,A,0,4,3,A,E,37
A043BY152,A,0,4,3,B,Y,152
A043EH10,A,0,4,3,E,H,10
A043HA51,A,0,4,3,H,A,51
A043TK79,A,0,4,3,T,K,79
A043YA164,A,0,4,3,Y,A,164
A044OX92,A,0,4,4,O,X,92
A045CK89,A,0,4,5,C,K,89
A045OP01,A,0,4,5,O,P,01
A045PO35,A,0,4,5,P,O,35
A045TH161,A,0,4,5,T,H,161
A046AX99,A,0,4,6,A,X,99
A046AY124,A,0,4,6,A,Y,124
A046BA136,A,0,4,6,B,A,136
A046TP08,A,0,4,6,T,P,08
A047AA196,A,0,4,7,A,A,196
A047AA78,A,0,4,7,A,A,78
A047AP126,A,0,4,7,A,P,126
A047AP37,A,0,4,7,A,P,37
A047ET178,A,0,4,7,E,T,178
A047HB73,A,0,4,7,H,B,73
A047KB37,A,0,4,7,K,B,37
A047OP95,A,0,4,7,O,P,95
A047PK35,A,0,4,7,P,K,35
A047YO93,A,0,4,7,Y,O,93
A048AA50,A,0,4,8,A,A,50
A048CH48,A,0,4,8,C,H,48
A048EX92,A,0,4,8,E,X,92
A048PC126,A,0,4,8,P,C,126
A048TX35,A,0,4,8,T,X,35
A048XE37,A,0,4,8,X,E,37
A048XO89,A,0,4,8,X,O,89
A049AA147,A,0,4,9,A,A,147
A049AA50,A,0,4,9,A,A,50
A049CK73,A,0,4,9,C,K,73
A049HK156,A,0,4,9,H,K,156
A049PH750,A,0,4,9,P,H,750
A049TE76,A,0,4,9,T,E,76
A049XO21,A,0,4,9,X,O,21
A050BE164,A,0,5,0,B,E,164
A050CK22,A,0,5,0,C,K,22
A050EY92,A,0,5,0,E,Y,92
A050KO122,A,0,5,0,K,O,122
A050OE124,A,0,5,0,O,E,124
A050OO71,A,0,5,0,O,O,71
A050OY51,A,0,5,0,O,Y,51
A050TT196,A,0,5,0,T,T,196
A050XA35,A,0,5,0,X,A,35
A050XB35,A,0,5,0,X,B,35
A050XE198,A,0,5,0,X,E,198
A051AA62,A,0,5,1,A,A,62
A051AA93,A,0,5,1,A,A,93
A051EB60,A,0,5,1,E,B,60
A051HP42,A,0,5,1,H,P,42
A051HY02,A,0,5,1,H,Y,02
A051TE92,A,0,5,1,T,E,92
A051YY34,A,0,5,1,Y,Y,34
A051YY37,A,0,5,1,Y,Y,37
A052CB51,A,0,5,2,C,B,51
A052OP702,A,0,5,2,O,P,702
A052TY154,A,0,5,2,T,Y,154
A052TY61,A,0,5,2,T,Y,61
A052YO82,A,0,5,2,Y,O,82
A053CM35,A,0,5,3,C,M,35
A053CX197,A,0,5,3,C,X,197
A053HP152,A,0,5,3,H,P,152
A053OH159,A,0,5,3,O,H,159
A053OK37,A,0,5,3,O,K,37
A053OK702,A,0,5,3,O,K,702
A053PC27,A,0,5,3,P,C,27
A053TT196,A,0,5,3,T,T,196
A054AA47,A,0,5,4,A,A,47
A054AK83,A,0,5,4,A,K,83
A054BP33,A,0,5,4,B,P,33
A054BY92,A,0,5,4,B,Y,92
A054CA124,A,0,5,4,C,A,124
A054KE14,A,0,5,4,K,E,14
A054KH30,A,0,5,4,K,H,30
A054KO27,A,0,5,4,K,O,27
A054OC18,A,0,5,4,O,C,18
A055AH199,A,0,5,5,A,H,199
A055EY92,A,0,5,5,E,Y,92
A055HT199,A,0,5,5,H,T,199
A055KA123,A,0,5,5,K,A,123
A055KA89,A,0,5,5,K,A,89
A055KE156,A,0,5,5,K,E,156
A055KT164,A,0,5,5,K,T,164
A055KY134,A,0,5,5,K,Y,134
A055OA702,A,0,5,5,O,A,702
A055OK702,A,0,5,5,O,K,702
A056HP61,A,0,5,6,H,P,61
A056PC92,A,0,5,6,P,C,92
A057AA37,A,0,5,7,A,A,37
A057AB113,A,0,5,7,A,B,113
A057BT147,A,0,5,7,B,T,147
A057BT18,A,0,5,7,B,T,18
A057HY57,A,0,5,7,H,Y,57
A057TA37,A,0,5,7,T,A,37
A057XY199,A,0,5,7,X,Y,199
A057YP763,A,0,5,7,Y,P,763
A058AA74,A,0,5,8,A,A,74
A058CK196,A,0,5,8,C,K,196
A058EC43,A,0,5,8,E,C,43
A058EO89,A,0,5,8,E,O,89
A058KA123,A,0,5,8,K,A,123
A058PE82,A,0,5,8,P,E,82
A058YH763,A,0,5,8,Y,H,763
A058YO82,A,0,5,8,Y,O,82
A059AE161,A,0,5,9,A,E,161
A059CH186,A,0,5,9,C,H,186
A059OK35,A,0,5,9,O,K,35
A059PB799,A,0,5,9,P,B,799
A059TC35,A,0,5,9,T,C,35
A059TO134,A,0,5,9,T,O,134
A059XH763,A,0,5,9,X,H,763
A059YH159,A,0,5,9,Y,H,159
A060AA52,A,0,6,0,A,A,52
A060AA64,A,0,6,0,A,A,64
A060BH82,A,0,6,0,B,H,82
A060BY152,A,0,6,0,B,Y,152
A060OP116,A,0,6,0,O,P,116
A060TA199,A,0,6,0,T,A,199
A061BP92,A,0,6,1,B,P,92
A061CB95,A,0,6,1,C,B,95
A061HO122,A,0,6,1,H,O,122
A061OB96,A,0,6,1,O,B,96
A062AH98,A,0,6,2,A,H,98
A062EE62,A,0,6,2,E,E,62
A062KH122,A,0,6,2,K,H,122
A062XC35,A,0,6,2,X,C,35
A062XO35,A,0,6,2,X,O,35
A063AA46,A,0,6,3,A,A,46
A063AC763,A,0,6,3,A,C,763
A063BB174,A,0,6,3,B,B,174
A063BY777,A,0,6,3,B,Y,777
A063EC147,A,0,6,3,E,C,147
A063ET163,A,0,6,3,E,T,163
A063HT163,A,0,6,3,H,T,163
A063OA178,A,0,6,3,O,A,178
A063PA92,A,0,6,3,P,A,92
A063PC163,A,0,6,3,P,C,163
A064AH37,A,0,6,4,A,H,37
A064AO178,A,0,6,4,A,O,178
A064AO76,A,0,6,4,A,O,76
A064BH125,A,0,6,4,B,H,125
A064BP122,A,0,6,4,B,P,122
A064BY198,A,0,6,4,B,Y,198
A064EA37,A,0,6,4,E,A,37
A064EP164,A,0,6,4,E,P,164
A064KK60,A,0,6,4,K,K,60
A064PX08,A,0,6,4,P,X,08
A064TH78,A,0,6,4,T,H,78
A065BC83,A,0,6,5,B,C,83
A065BH125,A,0,6,5,B,H,125
A065BP196,A,0,6,5,B,P,196
A065EC99,A,0,6,5,E,C,99
A065EH750,A,0,6,5,E,H,750
A065HC67,A,0,6,5,H,C,67
A065HK33,A,0,6,5,H,K,33
A066AC122,A,0,6,6,A,C,122
A066CH35,A,0,6,6,C,H,35
A066CT178,A,0,6,6,C,T,178
A066EB82,A,0,6,6,E,B,82
A066EC198,A,0,6,6,E,C,198
A066EP197,A,0,6,6,E,P,197
A066EX67,A,0,6,6,E,X,67
A066KC777,A,0,6,6,K,C,777
A066TA82,A,0,6,6,T,A,82
A066TB90,A,0,6,6,T,B,90
A067AB164,A,0,6,7,A,B,164
A067BH14,A,0,6,7,B,H,14
A067BO01,A,0,6,7,B,O,01
A067EB142,A,0,6,7,E,B,142
A067HK67,A,0,6,7,H,K,67
A067HY82,A,0,6,7,H,Y,82
A067TA198,A,0,6,7,T,A,198
A068BA67,A,0,6,8,B,A,67
A068HK164,A,0,6,8,H,K,164
A068OT122,A,0,6,8,O,T,122
A069BA122,A,0,6,9,B,A,122
A069CH69,A,0,6,9,C,H,69
A069EX67,A,0,6,9,E,X,67
A069KK163,A,0,6,9,K,K,163
A069OO16,A,0,6,9,O,O,16
A069PK69,A,0,6,9,P,K,69
A069PX716,A,0,6,9,P,X,716
A069XC46,A,0,6,9,X,C,46
A069XT77,A,0,6,9,X,T,77
A070AA50,A,0,7,0,A,A,50
A070AK763,A,0,7,0,A,K,763
A070AX23,A,0,7,0,A,X,23
A070BA82,A,0,7,0,B,A,82
A070BB116,A,0,7,0,B,B,116
A070KB186,A,0,7,0,K,B,186
A070KT30,A,0,7,0,K,T,30
A070TC92,A,0,7,0,T,C,92
A070TX198,A,0,7,0,T,X,198
A071BC716,A,0,7,1,B,C,716
A071BK763,A,0,7,1,B,K,763
A071HY92,A,0,7,1,H,Y,92
A071PB71,A,0,7,1,P,B,71
A071TA71,A,0,7,1,T,A,71
A071TB71,A,0,7,1,T,B,71
A071TC159,A,0,7,1,T,C,159
A071YP22,A,0,7,1,Y,P,22
A071YT198,A,0,7,1,Y,T,198
A072AA61,A,0,7,2,A,A,61
A072BT750,A,0,7,2,B,T,750
A072OA34,A,0,7,2,O,A,34
A072OK702,A,0,7,2,O,K,702
A072OO82,A,0,7,2,O,O,82
A072XB35,A,0,7,2,X,B,35
A072XT77,A,0,7,2,X,T,77
A073CK125,A,0,7,3,C,K,125
A073HB799,A,0,7,3,H,B,799
A073OB198,A,0,7,3,O,B,198
A073PB161,A,0,7,3,P,B,161
A073TB134,A,0,7,3,T,B,134
A073XE82,A,0,7,3,X,E,82
A073XX198,A,0,7,3,X,X,198
A074AA10,A,0,7,4,A,A,10
A074AA102,A,0,7,4,A,A,102
A074AA164,A,0,7,4,A,A,164
A074AA22,A,0,7,4,A,A,22
A074OO82,A,0,7,4,O,O,82
A074PB198,A,0,7,4,P,B,198
A074XK37,A,0,7,4,X,K,37
A075EY124,A,0,7,5,E,Y,124
A075EY14,A,0,7,5,E,Y,14
A075HP51,A,0,7,5,H,P,51
A075OO82,A,0,7,5,O,O,82
A075TA57,A,0,7,5,T,A,57
A075XH198,A,0,7,5,X,H,198
A076AC799,A,0,7,6,A,C,799
A076EB97,A,0,7,6,E,B,97
A076ET197,A,0,7,6,E,T,197
A076KK142,A,0,7,6,K,K,142
A076XK178,A,0,7,6,X,K,178
